01:47.39,930,686,1.37
01:47.49,925,661,1.871
01:47.59,926,655,9.028
01:47.69,936,654,8.275
01:47.79,938,655,8.114
01:47.89,940,656,6.089
01:47.99,941,653,3.986
01:48.09,942,650,3.638
01:48.19,943,646,2.264
01:48.29,941,643,-0.751
01:48.39,941,640,-0.421
01:48.48,942,639,-1.354
01:48.58,942,638,-1.438
01:48.68,941,637,-1.084
01:48.78,940,635,-2.477
01:48.88,940,635,-2.477
01:48.98,940,635,-1.487
01:49.08,942,635,-0.268
01:49.18,942,632,-1.392
01:49.28,944,627,-3.471
01:49.39,946,621,-3.256
01:49.48,948,616,-5.523
01:49.58,949,612,-6.644
01:49.68,949,606,-9.784
01:49.78,949,602,-9.676
01:49.88,950,598,-11.573
01:49.98,951,591,-12.406
01:50.08,950,584,-13.188
01:50.18,950,575,-13.944
01:50.28,949,564,-15.877
01:50.38,948,554,-16.209
01:50.48,947,544,-16.868
01:50.58,945,536,-16.605
01:50.68,944,529,-17.314
01:50.78,943,521,-18.399
01:50.88,942,515,-19.138
01:50.98,942,509,-18.565
01:51.08,942,503,-18.77
01:51.18,942,496,-19.523
01:51.28,942,489,-19.711
01:51.38,942,482,-20.012
01:51.48,941,476,-19.809
01:51.58,941,470,-20.076
01:51.68,940,464,-20.375
01:51.78,940,457,-20.625
01:51.88,940,452,-20.046
01:51.98,939,446,-21.191
01:52.08,938,440,-21.123
01:52.18,939,435,-21.444
01:52.28,938,430,-21.646
01:52.38,937,425,-21.111
01:52.48,937,421,-20.949
01:52.58,937,420,-22.86
01:52.67,939,421,-21.447
01:52.77,940,426,-20.638
01:52.87,942,433,-21.792
01:52.97,943,441,-21.113
01:53.07,943,451,-20.495
01:53.17,943,461,-19.462
01:53.27,945,473,-18.899
01:53.37,948,486,-17.968
01:53.47,949,498,-17.409
01:53.57,950,508,-17.363
01:53.67,951,517,-17.073
01:53.77,951,526,-16.08
01:53.87,953,535,-15.192
01:53.97,954,543,-15.704
01:54.07,955,549,-14.694
01:54.17,955,555,-15.815
01:54.27,954,564,-16.052
01:54.37,954,572,-16.601
01:54.47,957,575,-14.394
01:54.57,956,572,-15.441
01:54.67,956,566,-15.26
01:54.77,957,558,-13.925
01:54.87,955,550,-15.92
01:54.97,955,540,-15.387
01:55.07,954,528,-16.187
01:55.17,954,516,-16.74
01:55.27,952,502,-16.324
01:55.37,951,490,-18.112
01:55.46,951,477,-17.354
01:55.57,950,463,-17.827
01:55.66,948,450,-18.724
01:55.76,947,439,-18.807
01:55.86,946,430,-19.432
01:56.06,946,413,-19.876
01:56.16,944,411,-21.149
01:56.26,942,414,-22.662
01:56.36,937,419,-26.481
01:56.46,932,423,-30.737
01:56.57,929,426,-35.178
01:56.66,926,428,-35.977
01:56.76,923,432,-36.665
01:56.86,925,437,-35.033
01:56.96,924,441,-38.66
01:57.06,923,445,-40.242
01:57.16,922,449,-42.407
01:57.26,925,450,-42.133
01:57.36,929,447,-39.715
01:57.46,942,444,-27.876
01:57.56,953,444,-17.063
01:57.66,961,445,-7.874
01:57.76,968,448,-2.182
01:57.86,980,453,3.736
01:57.96,987,458,8.643
01:58.06,993,461,11.492
01:58.16,1000,467,17.342
01:58.26,1007,477,24.747
01:58.36,1011,483,29.514
01:58.56,1006,477,25.605
01:58.76,993,467,20.555
01:58.86,982,460,12.855
01:58.96,979,462,7.825
01:59.06,976,464,4.251
01:59.16,973,465,-0.53
01:59.26,969,465,-5.361
01:59.36,967,467,-9.38
01:59.46,967,469,-12.334
01:59.56,969,474,-12.737
01:59.66,972,478,-11.714
01:59.76,973,478,-11.927
01:59.85,977,473,-13.76
01:59.95,985,466,-14.563
02:00.05,995,460,-14.548
02:00.15,1007,457,-15.466
02:00.25,1018,458,-14.626
02:00.35,1028,466,-13.678
02:00.45,1038,480,-12.928
02:00.55,1042,497,-10.433
02:00.65,1039,512,-8.837
02:00.75,1029,519,-9.026
02:00.85,1015,520,-9.063
02:00.95,1001,517,-7.965
02:01.05,989,515,-8.861
02:01.15,975,510,-9.887
02:01.25,963,506,-11.769
02:01.35,956,500,-13.761
02:01.45,948,495,-13.761
02:01.55,942,492,-14.809
02:01.65,935,488,-17.083
02:01.85,930,481,-16.861
02:01.95,929,479,-17.225
02:02.05,929,479,-18.649
02:02.15,932,478,-17.171
02:02.25,934,479,-16.822
02:02.35,937,481,-17.311
02:02.45,939,483,-15.991
02:02.54,941,484,-15.678
02:02.64,942,484,-14.717
02:02.74,945,485,-13.429
02:02.84,948,486,-9.371
02:02.94,953,489,-7.339
02:03.04,955,490,-6.301
02:03.24,962,493,-2.069
02:03.34,965,494,-2.202
02:03.44,966,495,-1.129
02:03.54,967,496,-1.102
02:03.64,969,498,-1.159
02:03.74,972,499,0.118
02:03.84,976,501,-0.057
02:03.94,980,502,-0.072
02:04.04,983,504,-0.127
02:04.14,988,506,-1.399
02:04.24,992,507,-0.355
02:04.34,996,509,-1.421
02:04.44,1004,512,-1.536
02:04.54,1009,514,-0.415
02:04.64,1010,513,-0.559
02:04.74,1008,511,-0.332
02:04.84,1002,510,-1.423
02:04.94,996,512,-0.487
02:05.04,989,516,-0.597
02:05.14,983,520,-1.711
02:05.24,982,528,-0.911
02:05.34,985,540,-1.148
02:05.44,988,549,-1.476
02:05.54,993,554,-0.412
02:05.64,999,556,0.622
02:05.74,1006,555,-1.482
02:05.84,1011,545,-2.374
02:05.94,1012,530,-1.953
02:06.04,1006,516,-3.67
02:06.14,998,510,-7.129
02:06.24,990,514,-6.01
02:06.34,985,523,-5.046
02:06.44,985,529,-5.284
02:06.54,984,530,-5.324
02:06.64,986,531,-4.143
02:06.74,987,530,-6.537
02:06.83,988,529,-6.439
02:06.93,988,528,-5.265
02:07.03,986,528,-5.212
02:07.13,988,528,-6.49
02:07.23,990,529,-5.291
02:07.33,992,529,-5.284
02:07.43,994,531,-3.977
02:07.64,997,536,-2.765
02:07.73,995,538,-1.312
02:07.83,991,540,-2.723
02:07.93,987,536,-2.679
02:08.03,981,531,-1.018
02:08.13,973,529,-2.245
02:08.23,971,527,-2.125
02:08.33,971,529,-2.267
02:08.43,971,530,-3.807
02:08.53,973,532,-3.865
02:08.63,974,535,-4.077
02:08.73,975,539,-4.215
02:08.83,977,542,-4.184
02:08.93,978,545,-4.284
02:09.03,979,547,-4.364
02:09.13,979,548,-4.425
02:09.23,979,551,-3.069
02:09.33,979,553,-4.546
02:09.43,979,554,-3.084
02:09.53,981,554,-3.167
02:09.63,981,551,-3.096
02:09.72,978,546,-1.304
02:09.82,977,539,-0.923
02:09.92,980,537,0.972
02:10.02,978,534,1.01
02:10.12,978,533,1.073
02:10.22,976,535,1.356
